Rank,Sourceid,Title,Type,Issn,SJR Best Quartile,Country,Areas
7409,21367,Innovations in Education and Teaching International,journal,"14703297, 14703300",Q2,United Kingdom,Social Sciences
7410,3500148005,Joint Commission Journal on Quality and Patient Safety,journal,15537250,Q1,United States,Nursing
7411,21100201941,Journal of Arid Land,journal,"16746767, 21947783",Q2,China,Earth and Planetary Sciences; Environmental Science
7412,16083,Journal of Chemical Technology and Biotechnology,journal,"02682575, 10974660",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Energy; Environmental Science"
7413,55397,"Journal of rheumatology. Supplement, The",journal,03800903,Q2,Canada,Medicine
7414,14027,"Psychology, Crime and Law",journal,"14772744, 1068316X",Q1,United Kingdom,Medicine; Psychology; Social Sciences
7415,24099,Acta Applicandae Mathematicae,journal,"15729036, 01678019",Q2,Netherlands,Mathematics
7416,36360,Animal Reproduction Science,journal,"03784320, 18732232",Q1,Netherlands,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Veterinary"
7417,21100264506,Biotribology,journal,23525738,Q1,United Kingdom,Materials Science
7418,21614,Interactive Cardiovascular and Thoracic Surgery,journal,"15699293, 15699285",Q2,United Kingdom,Medicine
7419,21100204115,"Interventional Cardiology: Reviews, Research, Resources",journal,"17561485, 17561477",Q2,United Kingdom,Medicine
7420,22736,Journal of Asian Economics,journal,10490078,Q2,Netherlands,"Economics, Econometrics and Finance"
7421,4700152759,Journal of Bisexuality,journal,15299716,Q1,United Kingdom,Social Sciences
7422,30064,Journal of Psychology: Interdisciplinary and Applied,journal,"19401019, 00223980",Q1,United States,"Business, Management and Accounting; Psychology; Social Sciences"
7423,16430,Meitan Xuebao/Journal of the China Coal Society,journal,02539993,Q1,China,Earth and Planetary Sciences; Energy; Engineering
7424,19860,Mycoscience,journal,"16182545, 13403540",Q2,Netherlands,Agricultural and Biological Sciences
7425,17980,Neuropathology,journal,"09196544, 14401789",Q2,United Kingdom,Medicine
7426,200147113,Teaching Education,journal,"14701286, 10476210",Q2,United Kingdom,Social Sciences
7427,15207,American Journal of Emergency Medicine,journal,"15328171, 07356757",Q1,United Kingdom,Medicine
7428,13619,"Annals of Otology, Rhinology and Laryngology",journal,"00034894, 1943572X",Q2,United States,Medicine
7429,29702,Clinical Physiology and Functional Imaging,journal,"1475097X, 14750961",Q2,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Medicine"
7430,5700167676,Cultural Trends,journal,"14693690, 09548963",Q1,United Kingdom,Arts and Humanities; Social Sciences
7431,24306,Digital Signal Processing: A Review Journal,journal,"10954333, 10512004",Q2,United States,Computer Science; Decision Sciences; Engineering; Mathematics
7432,28427,Fire Technology,journal,"15728099, 00152684",Q2,Netherlands,Engineering; Materials Science
7433,21100853573,Hepatitis Research and Treatment,journal,20901364,Q3,United States,Medicine
7434,17388,IEEE Transactions on Semiconductor Manufacturing,journal,"08946507, 15582345",Q1,United States,Engineering; Materials Science; Physics and Astronomy
7435,25479,"International Journal of Control, Automation and Systems",journal,"20054092, 15986446",Q2,South Korea,Computer Science; Engineering
7436,16074,Journal of Biomedical Materials Research - Part B Applied Biomaterials,journal,"15524973, 15524981",Q2,United States,Engineering; Materials Science
7437,15872,Journal of Clinical Monitoring and Computing,journal,"15732614, 13871307",Q2,Netherlands,Medicine
7438,14897,Journal of Electromyography and Kinesiology,journal,"18735711, 10506411",Q2,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
7439,28224,Journal of Nursing Administration,journal,"00020443, 15390721",Q1,United States,Medicine; Nursing
7440,13954,"Journal of the Urban Planning and Development Division, ASCE",journal,07339488,Q1,United States,Engineering; Social Sciences
7441,16156,Marriage and Family Review,journal,"15409635, 01494929",Q1,United States,Social Sciences
7442,27741,Theoria,journal,00405825,Q1,United States,Arts and Humanities
7443,26435,Beton- und Stahlbetonbau,journal,"14371006, 00059900",Q1,United States,Engineering
7444,24458,Dental Clinics of North America,journal,00118532,Q1,United Kingdom,Dentistry
7445,26030,Endocrine Journal,journal,"09188959, 13484540",Q3,Japan,"Biochemistry, Genetics and Molecular Biology; Medicine"
7446,21100286318,"Energy, Sustainability and Society",journal,21920567,Q2,United States,Energy; Social Sciences
7447,19400157311,Fixed Point Theory,journal,"15835022, 20669208",Q2,Romania,Mathematics
7448,27487,Human Fertility,journal,"14647273, 17428149",Q2,United Kingdom,Medicine
7449,15463,IEEE Micro,journal,02721732,Q1,United States,Computer Science; Engineering
7450,26339,International and Comparative Law Quarterly,journal,00205893,Q1,United Kingdom,Social Sciences
7451,18198,International Journal of Computer Integrated Manufacturing,journal,"0951192X, 13623052",Q1,United Kingdom,Computer Science; Engineering
7452,24781,Journal of Applied Philosophy,journal,02643758,Q1,United States,Arts and Humanities
7453,700147019,Journal of Linguistic Anthropology,journal,10551360,Q1,United States,Social Sciences
7454,28526,Journal of Magnetism and Magnetic Materials,journal,03048853,Q2,Netherlands,Materials Science; Physics and Astronomy
7455,17720,North American Journal of Fisheries Management,journal,"15488675, 02755947",Q2,United States,Agricultural and Biological Sciences; Environmental Science
7456,29259,Nursing Research,journal,"15389847, 00296562",Q1,United States,Nursing
7457,21100829991,"Psychology of Consciousness: Theory Research, and Practice",journal,"23265531, 23265523",Q2,United States,Psychology
7458,18375,Synthetic Metals,journal,03796779,Q1,Netherlands,Engineering; Materials Science; Physics and Astronomy
7459,11600154157,TQM Journal,journal,17542731,Q1,United Kingdom,"Business, Management and Accounting; Decision Sciences"
7460,21100912215,ACS Applied Bio Materials,journal,25766422,Q2,United States,Chemistry; Engineering; Materials Science; Medicine
7461,27423,Advances in Geophysics,book series,00652687,Q2,United States,Earth and Planetary Sciences
7462,12375,Advances in Space Research,journal,"02731177, 18791948",Q1,United Kingdom,Earth and Planetary Sciences; Engineering; Physics and Astronomy
7463,19600161812,Clinical Medicine Insights: Endocrinology and Diabetes,journal,11795514,Q2,United Kingdom,Medicine
7464,21100457369,HotMobile 2016 - Proceedings of the 17th International Workshop on Mobile Computing Systems and Applications,conference and proceedings,-,-,United States,Computer Science
7465,21100217607,International Journal of MS Care,journal,15372073,Q1,United States,Medicine; Nursing
7466,21100466401,International Journal of Reproductive BioMedicine,journal,"24764108, 24763772",Q2,Iran,Medicine
7467,24158,Journal of Chemical &amp; Engineering Data,journal,"00219568, 15205134",Q1,United States,Chemical Engineering; Chemistry
7468,23871,Journal of Cryptology,journal,"14321378, 09332790",Q2,United States,Computer Science; Mathematics
7469,26621,"Journal of Electronic Packaging, Transactions of the ASME",journal,"15289044, 10437398",Q2,United States,Computer Science; Engineering; Materials Science
7470,20922,Microchemical Journal,journal,0026265X,Q2,United States,Chemistry
7471,23164,School Psychology International,journal,"14617374, 01430343",Q2,United Kingdom,Medicine; Psychology; Social Sciences
7472,21100255400,Water (Switzerland),journal,20734441,Q1,Switzerland,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Social Sciences"
7473,4700152411,Chronic Illness,journal,"17423953, 17459206",Q2,United Kingdom,Medicine
7474,17900156720,European Early Childhood Education Research Journal,journal,"1350293X, 17521807",Q2,United Kingdom,Psychology; Social Sciences
7475,22262,Human Heredity,journal,"14230062, 00015652",Q3,Switzerland,"Biochemistry, Genetics and Molecular Biology; Medicine"
7476,29499,International Journal of Developmental Biology,journal,02146282,Q3,Spain,"Biochemistry, Genetics and Molecular Biology; Medicine"
7477,27784,Journal of Marine Science and Technology,journal,"09484280, 14378213",Q1,Japan,Earth and Planetary Sciences; Engineering
7478,29979,Journal of Psychosocial Oncology,journal,"07347332, 15407586",Q2,United States,Medicine; Psychology
7479,21100812569,Journal of Social and Political Psychology,journal,21953325,Q1,Germany,Psychology; Social Sciences
7480,11800154592,Journal of Sports Economics,journal,"15270025, 15527794",Q1,United Kingdom,"Economics, Econometrics and Finance; Health Professions"
7481,12936,Journal of the Acoustical Society of America,journal,"15208524, 00014966",Q1,United States,Arts and Humanities; Physics and Astronomy
7482,28708,National Tax Journal,journal,"19447477, 00280283",Q2,United States,"Business, Management and Accounting; Economics, Econometrics and Finance"
7483,14309,Otolaryngologic Clinics of North America,journal,"15578259, 00306665",Q2,United Kingdom,Medicine
7484,100147018,Proceedings of the International Symposium on Power Semiconductor Devices and ICs,conference and proceedings,10636854,-,United States,Engineering
7485,4700152238,Sahara J,journal,17290376,Q2,United Kingdom,Medicine; Social Sciences
7486,19600166401,"Science China: Physics, Mechanics and Astronomy",journal,16747348,Q2,China,Physics and Astronomy
7487,14000155895,Sociology Compass,journal,17519020,Q1,United States,Social Sciences
7488,5800179611,Teacher Development,journal,"13664530, 17475120",Q2,United Kingdom,Social Sciences
7489,21100297834,Biomatter,journal,"21592527, 21592535",Q2,United States,Engineering; Materials Science; Medicine
7490,26788,Bulletin of Marine Science,journal,00074977,Q2,United States,Agricultural and Biological Sciences; Earth and Planetary Sciences
7491,21100202708,"Culture, Agriculture, Food and Environment",journal,"21539561, 21539553",Q1,United States,Agricultural and Biological Sciences; Social Sciences
7492,21100817644,Frontline Gastroenterology,journal,"20414137, 20414145",Q3,United Kingdom,Medicine
7493,17600155048,Gastroenterology Research and Practice,journal,"1687630X, 16876121",Q3,United States,Medicine
7494,5800207556,International Journal of Corpus Linguistics,journal,"15699811, 13846655",Q1,Netherlands,Social Sciences
7495,97337,International Journal of Osteoarchaeology,journal,"10991212, 1047482X",Q1,United Kingdom,Arts and Humanities; Social Sciences
7496,21100427639,ISPRS International Journal of Geo-Information,journal,22209964,Q1,Switzerland,Earth and Planetary Sciences; Social Sciences
7497,21100855505,Journal of Cybersecurity,journal,20572093,Q1,United Kingdom,Computer Science; Engineering; Psychology; Social Sciences
7498,29957,Journal of Pediatric Oncology Nursing,journal,"10434542, 15328457",Q1,United States,Nursing
7499,29976,Journal of the American College of Nutrition,journal,"15411087, 07315724",Q2,United Kingdom,Medicine; Nursing
7500,15753,Pediatric Radiology,journal,"14321998, 03010449",Q2,Germany,Medicine
7501,21082,Pharmaceutical Biology,journal,"13880209, 17445116",Q1,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
7502,19700200807,Research in Science and Technological Education,journal,"14701138, 02635143",Q1,United Kingdom,Multidisciplinary; Social Sciences
7503,21100388400,Addictive Behaviors Reports,journal,23528532,Q2,United Kingdom,Medicine
7504,17373,Comparative Biochemistry and Physiology - B Biochemistry and Molecular Biology,journal,"18791107, 10964959",Q1,United States,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
7505,28455,Computational Complexity,journal,"14208954, 10163328",Q2,Switzerland,Computer Science; Mathematics
7506,145669,Electronic Commerce Research,journal,13895753,Q1,Netherlands,"Computer Science; Economics, Econometrics and Finance"
7507,23068,European Food Research and Technology,journal,"14382385, 14382377",Q1,Germany,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering"
7508,19700182275,International Journal of Clinical Pharmacy,journal,"22107711, 22107703",Q1,Netherlands,"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
7509,19900193970,International Journal of Paleopathology,journal,18799817,Q1,United States,Arts and Humanities; Medicine
7510,19553,Journal of Applied Communication Research,journal,"14795752, 00909882",Q1,United Kingdom,Social Sciences
7511,23864,Journal of Computational Mathematics,journal,02549409,Q2,China,Mathematics
7512,20606,Journal of Forecasting,journal,"02776693, 1099131X",Q2,United Kingdom,"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics"
7513,21100261937,MRS Communications,journal,"21596859, 21596867",Q2,Switzerland,Materials Science
7514,18968,Mutation Research - Genetic Toxicology and Environmental Mutagenesis,journal,"18793592, 13835718",Q2,Netherlands,"Biochemistry, Genetics and Molecular Biology; Environmental Science"
7515,21100210922,Palliative Care,journal,11782242,Q1,New Zealand,Medicine; Nursing
7516,19700175143,Pharmacognosy Reviews (discontinued),journal,"09737847, 09762787",Q1,India,"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
7517,26104,Proceedings - International Conference on Distributed Computing Systems,conference and proceedings,10636927,-,United States,Computer Science
7518,14284,Proteome Science,journal,14775956,Q3,United Kingdom,"Biochemistry, Genetics and Molecular Biology"
7519,144951,Studia Logica,journal,"15728730, 00393215",Q1,Netherlands,Arts and Humanities; Mathematics
7520,25142,Applicable Analysis,journal,"00036811, 1563504X",Q2,United Kingdom,Mathematics
